w,age,a,z
3203.202399513223,28,0,-.74393362
6465.617339846733,29,0,-.60912585
6836.775953711937,27,20,-.61995518
3197.953297990578,33,0,-.67701834
5602.915218373832,33,0,-.48784268
5141.123432625982,21,0,-.57733995
1463.024167029713,21,14.4,-.79191118
2497.196661018299,40,0,-.51666075
4471.113334514755,41,0,-.70405436
846.2952471330354,39,2.3,-.030804988
3615.442331528525,23,0,-1.1088493
2999.588242528218,27,0,-1.0494982
3915.89082283106,28,0,-.78828919
6973.212683163786,23,0,-.48213881
4258.694528753924,21,3.3699999,-.92046118
3348.674197063674,25,5.79,-.36104926
3730.783785344824,21,2.98,-.91319263
11873.24256070895,23,12.52,-.66578096
2765.953052745822,37,1.76,-.61897188
2305.29274458836,39,1.899,-.90742362
7606.035085947806,22,2.8800001,-.73430806
3420.919187200776,33,11.5,-1.2545412
2495.831423832128,29,10.865,-.66468865
5326.724727674693,31,6.033,-.77351558
4789.806689946005,32,76.879997,-.44733745
2357.569594041902,32,0,-1.0904821
4036.14329562091,23,19.799999,-.46892747
5898.012479606986,44,3.0999999,-.84264696
9021.052499819614,45,3.55,-.88357413
9561.538474129013,28,0,-.83033872
5045.73792768473,34,0,-.63652641
5162.556730192123,35,0,-.93463558
3565.861903824732,27,0,-.54726595
2420.324529672301,34,0,-.62468016
2067.042123741985,45,10.8,-.47537562
6428.856763269819,23,7.23,-.21572797
1665.425282483993,25,0,-.34806326
2533.688642060452,33,3.1500001,-.68272614
6853.617285840657,25,13.85,-.94391578
4768.039070897345,23,4.3000002,-1.0682218
4598.817181539692,22,0,-1.0245036
3094.566159648871,37,1.4,-.80736935
2629.338737983605,35,12.23,-.78768653
3386.852212658321,36,5.71,-.72409958
4463.128724621968,37,6.5100002,-.46473631
5166.73346254487,38,6.6100001,-.74230111
8474.018243389151,23,0,-.84403294
4812.074921345476,45,2.1300001,-.66485572
2514.482750930286,45,52.865002,-.9808718
5864.260223158036,45,2.392,-.63002127
2647.256507489548,22,6.1500001,-.88106447
3776.765296615808,23,4.9099998,-.93260676
4995.058507530818,25,3.1900001,-.66110146
3229.38458899127,21,0,-.31487566
6073.357314366755,23,11.625,-.6176554
3558.182354685691,24,35.029999,-.43134275
2103.132241067461,29,0,-.22578888
2864.098087874565,30,8.96,-.32056811
3778.081398496333,41,125.8,-.38664249
4521.523460554509,23,94.050003,-1.0361084
2156.893327943491,34,2,-.62448871
2794.334843482878,35,6.625,-.18596369
5908.898733296296,22,9.9399996,-.4510887
3146.244494962078,22,6,-.72758472
5155.588726548242,24,5.6700001,-.47895566
3046.337613621752,32,7.1100001,-.54934263
5002.441555066981,21,2,-.91635716
4257.6590497523,24,0,-.80017155
5760.940169355953,25,0,-.94902092
19997.08305900736,27,0,-.58630389
17745.90096637006,21,0,-.58257473
4885.507510735545,23,4.6009998,-.7333616
4607.06920381512,24,24.620001,-.56915861
2432.971545115066,41,55,-.83472663
3162.714882035544,42,21,-.74086082
3302.97662316935,42,95.704002,-.51545829
5906.121843187531,43,0,-.32268646
4546.748431249054,43,0,-.98612416
13298.25336073773,39,4.8449998,-.39542404
7399.10009445987,21,0,-.6500566
2123.184553902874,24,4.0900002,-.46057028
2935.462315442437,25,0,-.38713863
4337.353837819502,26,0,-.81655729
2100.204851641576,32,1.005,-.52022171
4260.516802342357,34,4.0300002,-.70192158
3446.499682821738,31,2.6600001,-1.0160383
2317.80917264891,34,9.4949999,-.3008157
4705.150781398128,26,1.42,-.92779958
3053.013572964941,26,6.21,-.42399564
4217.174720283928,27,3.3,-.31786594
4546.748431249055,44,228.61501,-.48458731
6269.269821869373,45,77.385002,-.63181937
4879.116477009428,22,0,-.1563241
6648.340511381976,21,0,-.84150136
3002.819650647123,31,1.7,-.63028777
4061.009219026666,22,2.5999999,-.47707728
4368.359379809187,21,0,-.759004
4796.973178236062,22,1.5599999,-1.5987428
3591.141382152564,21,0,-.61884266
5578.350690070966,23,0,-.41269532
8017.981834799585,25,113.16,-.023283314
2911.259524836005,22,6.29,-.61785132
3199.203075668189,22,1.4,-.67243916
2796.534345122417,38,0,-.68319136
13170.62609931273,31,3.4000001,-.29078752
3887.590840916552,35,0,.010971386
5884.394571566017,37,0,-1.1102571
3537.788253759763,28,4.8800001,-.84138393
4464.601863561717,29,4.46,-.56462187
6532.692469901057,31,3.49,-.56997025
8863.370137334483,31,2.8,-.4713968
6603.86161962916,27,32.700001,.095004238
5101.208562248972,23,0,-.82244247
7772.615280840247,42,5.9180002,-1.2118685
6687.611544744395,22,3.223,-.6291526
8231.757923578625,28,0,-.58954233
4117.821996997503,44,4.9699998,.0077112918
3178.987467419101,37,0,-1.1098973
3320.411565270946,37,1.002,-.57183123
6169.64434765782,38,1.025,-.25873789
10586.03363580125,39,0,-.8820852
4304.736605093778,33,0,-.87931156
6365.013829198294,34,0,-.92149353
8110.548066153372,35,0,-.90119463
7648.724891885479,36,0,-.99664021
4302.918359225574,21,2.4300001,-.73122579
3468.251593851263,24,6.3249998,.11907423
6821.059877814637,38,0,-.43790701
8216.060753774889,39,0,-.71484768
3857.389374273851,28,0,-.69865549
6552.766028122241,40,8.6700001,-.60057342
3572.159758784979,22,2.905,-.54312313
5922.746306473669,23,2.28,-.59418952
2697.524338117458,37,0,-.68190014
3451.371195528334,38,0,-.80728132
3318.517350438502,35,4.6500001,-.62544674
5096.761997022651,35,22.532,-.85093766
5883.104689285454,36,16.906,-.91203779
6640.219181488232,37,19.629,-.74136645
3976.133374731693,30,30.200001,-.38151512
5047.456694364039,37,1.17,-.59486252
2600.593177117831,33,0,-.68190527
6600.460775664444,35,3.0929999,-1.162291
3867.016868039587,22,0,-.61785132
2021.142907011904,34,5,-.62097895
2295.187545479205,35,0,-.58215958
6589.90807804811,26,1.8,-.34499773
9255.918916703124,22,2.0799999,-.9571445
2881.888061309983,33,4.3200002,-.4379549
3038.895094260788,32,82.949997,-.22243844
5909.232496565693,34,1.5,-.45416915
6271.077652236615,35,86.199997,-.66234392
4885.507510735545,23,4.6599998,-.597278
10297.09479820608,22,9.3409996,-.48895499
11544.30180270402,23,0,-.45781028
11368.66969735603,24,2.4000001,-.31206
3778.081398496333,42,125.02,-.47354859
3714.505592945666,27,45.799999,-.7216199
5082.843529600877,28,0,-.62340808
5187.908034005496,21,0,-.72719449
5355.849442804096,30,3.05,-1.4556268
13613.40139240507,32,11.1,.13674919
5605.32002829361,29,1.5,-.62582254
7537.056663421678,31,0,-.98040026
14537.57694305271,37,25.040001,-.035166029
8310.63986576388,27,0,-1.0362803
3072.077887592195,35,15.1,-.79753274
5889.823946527457,21,0,-.79294413
3793.824396774748,44,0,-.8637417
4871.469354054262,45,0,-1.0115426
3522.657951785637,27,0,-.85789698
5864.405631765556,28,11.83,-.84254998
9619.451617459703,29,52.959999,-.83925992
7185.454711608036,30,41.540001,-.76935929
6471.830147873509,24,2.8429999,-.70711416
