w,age,a,z
5386.66398864709,22,0,.36964062
2709.315890940131,22,27,.92484069
5051.704126977535,22,0,-1.4153461
5124.759919053376,22,0,.33669403
2331.301571376979,22,0,1.0682616
6776.073359542866,22,1.85,.97914481
7836.293256743312,22,0,-.55610394
11279.99348854925,22,0,.66526294
3700.646587400287,22,3,.4728556
2349.368234031926,22,1.6,-1.409135
10764.12876081313,22,0,.19097164
3754.260101339628,22,3,.22597674
9912.36954611277,22,0,.29251245
4873.318114298915,22,11,.94768023
11213.2008358689,22,0,.69816566
9009.566550500493,22,1.916,-1.0067706
8831.586630567881,22,1.4,.34208205
3387.595787841645,22,6.1999998,-1.1441544
4120.901587421877,22,0,.80851936
1375.133915993508,22,0,.2150543
1413.249473207225,22,0,.18721464
1396.574798171634,22,0,-.092552394
4306.996618615551,22,0,.84134173
1680.653864675395,22,10.63,1.0019019
7941.366524965592,22,9,-.66763997
7637.17224569834,22,0,-.97217917
7606.738432063104,22,4.73,-1.4153461
1380.447510875643,22,0,-.34838197
7571.096376086606,22,0,-.55610394
3651.317093212369,22,9.8199997,-.33772108
2013.8188380244,22,10.63,.93141985
9464.902296881968,22,1.4,-.47140381
3704.160428061027,22,6.1999998,-1.1779741
10756.66945325017,22,0,.29251245
3927.408018849707,22,0,.84134173
6547.236981887106,22,0,-.97217917
4210.575567647089,22,0,.84134173
7562.607886250836,22,0,-.97217917
3634.415134110167,22,3,.48083881
7471.93719168451,22,27,.76688242
2373.578100480625,22,1.6,-1.3786448
4662.654751665023,22,0,.061005384
3600.473522448106,22,3,.44803336
4852.123088458329,22,11,.94768023
4578.465988021359,22,1.1,-.73789787
6893.802492805007,22,5.4000001,-.81006038
4188.522388343282,22,9.1599998,1.0682616
5180.216833222475,22,3.2,.49014977
6703.995836078973,22,1.2,-.47140381
7666.948194063175,22,9,-.66763997
3570.291354468335,22,27,-.49594495
2591.386573947642,22,2.4100001,-1.4153461
1940.455545013103,22,2.7,-.57206178
3338.563749813319,22,27,.14884666
1400.453925033667,22,0,.17585805
3290.886676486906,22,27,.38055852
2678.517537920715,22,27,.92484069
3139.91560151566,22,27,.23618391
3809.801458860317,22,27,.31263593
3593.639023675775,22,9.8199997,-.30537602
7644.472543746327,22,27,-.27803251
2361.864866191302,22,2.4100001,-1.4153461
5458.231758691386,22,3.2,-.68399715
7696.885916676696,22,4.73,-1.1300033
4644.679228657157,22,1.1,-.73789787
4663.637316767417,22,0,.028452663
8015.476338409861,22,9,-.70062661
4129.603149998356,22,0,.84134173
2061.45068606617,22,10.63,.36282185
3614.391649435787,22,3,.44803336
3931.240270188612,22,0,.13307765
7563.123630352399,22,1.85,.24391988
9789.912199141712,22,1.4,.3643997
4621.938881691422,22,8.3900003,-.47140381
5243.689506007186,22,3.2,.18721464
1419.254175591496,22,4.5310001,-.17467186
2387.182524830892,22,9.6000004,.29251245
1438.18543447768,22,4.5310001,-.20764205
2315.095943529731,22,1.6,-1.3786448
8578.927028358392,22,0,-.65882945
2648.252048102072,22,9.6000004,1.0682616
11617.95439413274,22,0,.66526294
9297.129131648739,22,5.8099999,-1.01092
3760.501124465964,22,27,.98650622
3543.861800915751,22,9.8199997,-.30537602
5079.459280591142,22,0,-.27903196
7600.246826634534,22,27,-.27803251
3518.96041071719,22,9.8199997,-.33772108
7560.252826362296,22,1.85,1.0118523
9331.667629888225,22,5.8099999,-.91014385
6618.506460099223,22,5.4000001,-.7766124
2045.467397593549,22,2.7,-.54430056
2296.178822927228,22,0,1.0682616
2261.023522801651,22,0,1.0682616
7427.033856039251,22,27,.97373104
4907.324805703657,22,15.056,.97487307
8920.6105958959,22,1.4,.3643997
5183.680464158084,22,0,-.27903196
2266.049822113116,22,0,1.0682616
2486.647423288677,22,2.4100001,-1.4153461
6775.218519229217,22,0,-.97217917
3711.774589671349,22,27,.26561525
