w,age,z,a
6572.618864159181,46,.48792091,716.15002
8254.498395273851,47,.40298542,706.59998
4579.633461444465,23,.026479136,4.73
4553.365199249753,25,.20305857,9.8999996
17181.85259671906,24,-.91219664,18.656
4193.345160608639,26,.61170483,22.110001
3286.162040344418,28,-.13558534,209.2
4626.197605016172,29,-.059356321,154.82001
6461.543878569489,30,-.073787041,161.19
9432.397604958909,31,-.12903376,217.86
8284.656443503767,23,-.41808572,3.3
9702.53917743778,24,-.26191542,12.7
2098.235884854433,47,-1.4239293,0
2980.345839014558,26,-.47577441,525.40997
4375.139920654113,27,-.19161786,444
6127.152078581797,28,-1.3873242,283
4318.464672279156,23,.44108117,25
8759.620270905201,45,-.044522449,513.15002
6235.359125619266,36,.10806386,658.40002
4626.197605016172,28,.34688732,251.33
6432.689689572818,29,-.028388074,294.09
8129.75659668668,31,-.033501338,235.69
8939.802210239583,31,.10748197,237.42999
6399.460658569927,39,-.38248914,75.099998
3647.360956643952,24,.26533625,0
8403.21453009339,26,1.1992673,41.799999
8804.514378740721,27,.26268914,319.20001
11654.3855037436,47,-.96018243,108.8
14875.23506465714,37,-1.3056679,29
3128.166597468647,29,-.09072575,345.375
4824.154343219527,31,-.32429433,317.987
4527.992649229406,32,.67613649,346.97
2981.204065873264,29,-.3148858,11.19
2428.749769486317,40,-.25467739,206.25999
4241.125623621713,30,-.56471819,0
6015.449942268781,31,-1.0898052,4
8090.639348932527,33,-.72012836,1.85
4014.279498303366,27,-.68818325,3
2633.718652478503,25,.65593845,307.89999
2494.688125932341,26,.49224174,309.02499
3027.68408755339,27,.74725366,324.34
4573.245761632053,28,.49703184,345
2618.608740652944,25,.14056975,65.901001
2494.379786559694,26,.0052036182,2.0250001
3027.684087553391,28,.37421077,20.440001
2238.009993228261,27,.23222454,9
2645.181297832297,28,.49122947,20.440001
8066.836570827858,31,.16593577,265.10001
4168.434758433526,23,-.4984518,8.9899998
5326.101513684454,29,-.85839593,54.18
7453.273471588433,30,.099266708,20
7887.930943716487,31,-.056491796,18.700001
8305.488052507853,32,-.45923325,20.6
4839.339727407621,33,-.50133562,6.5549998
7841.754882337093,40,-.50362736,48.5
1918.965639131483,33,-.39787358,6.1849999
6281.59101329739,26,-.390086,13.8
10048.24232014372,27,-.35218066,5
11034.74050956757,28,-.4656685,3.5
4944.655575495271,33,-.84697419,0
11727.52875379087,23,.030681483,13.1
5995.285163437201,27,.55923301,71.300003
5627.87076662893,24,.80742532,234.8
1323.305073895848,38,-.099615648,75
1721.313725832782,39,.1538644,82.5
9391.72386641662,31,.17143618,290.54001
16357.22893386888,33,.25968549,190.10001
1323.555194021753,43,.20942046,328.5
1390.195098305208,37,.16114224,130
1808.322171132662,38,.062780119,204.5
2572.863049860135,39,-.54281473,176.92999
8698.462276482205,43,-.17626625,95.410004
12570.47341960664,44,-.31191349,342.48999
15086.80724123229,45,-.30000466,85.239998
19049.01316534436,46,-.15681951,87.339996
2572.7997054591,47,-1.2178075,125
3169.773308420632,24,-.025146093,95.125
4614.819810679784,25,.55491185,4.7150002
3589.289571240365,28,-1.5322723,0
4861.331423094153,29,-1.186379,0
6137.292016443112,30,-1.0822232,0
6593.970807519357,31,-1.0482568,0
16034.00367406324,35,-.28252932,217.92999
19263.85483683379,36,-.83414572,262.45999
2144.057240435802,24,-.49960455,6.4000001
3057.305725576871,25,-.19154881,8.5
4073.072703689635,26,-1.2263242,279.5
5332.461971970349,27,-.23133457,317
11753.02316874382,29,.066883445,4848.7402
8767.392250334718,29,.12886919,437.5
12122.99230047999,30,.33160323,394.60001
4955.865632678068,36,-.15673912,471.20001
8286.13147418804,30,.11093915,484.69299
6018.096490818698,31,-.83128774,301.79999
8085.101540695948,34,.52846724,314.39301
12408.87354192641,35,.59014612,147.39999
13396.60876308474,36,.46325266,240.49001
14465.8586698705,37,.50819921,127.7
9394.178338388609,38,-.59368771,200.37
6524.765304318975,46,-1.0504376,373.89999
906.08380086249,24,.41117561,10.77
817.3928030602206,27,.74337542,408.20801
3981.422438364872,26,.50650096,230.66499
4650.600519754903,26,.59740561,248.33501
16380.47824496988,37,.13893941,426.79999
3434.816744753828,34,-.42454231,282.89999
744.3388611615859,28,-.56031251,30.299999
7913.214936782527,38,-.70571846,286.10501
11294.74700822206,39,.22507495,362.32101
13941.44719317293,41,.027566649,610.47998
17579.73022796985,41,.33958381,748.02002
3524.874836451346,36,-.27281025,129.24001
4413.821167997326,37,.40053937,151.39999
6030.376150007708,38,-.31709892,113.08
5712.96412344076,39,-.27338368,181.98
2719.745286577747,24,-.36440232,4.1929998
2500.676838851201,25,-.69547397,12.2
4241.035374903598,39,-.30247214,0
4185.842979934495,40,-.24507926,5
4819.500235000939,34,-.068498313,126.21
7443.613838108721,35,-.069874443,122.891
8506.324196431044,36,.014456157,194.345
8301.448666903749,34,-.73936456,925.67999
17005.87574198666,25,-.60386884,0
5154.276956797361,25,.37085161,206.89
7565.118599775378,26,.39549869,187.64999
8173.51179485163,27,.90303212,0
14857.67588120422,29,-.97035515,2.4000001
23988.39199528551,30,-1.3964199,0
4963.693971136633,33,.63935184,58.98
8650.340455254149,36,-.87090224,338.03
6314.399406668716,38,-.2279698,346.39999
7555.346990300205,39,-.30409867,225.7
5956.63524528305,40,-.27775553,180.201
12209.04581523828,26,-.59331375,0
14518.98390935841,27,-.65481156,2.46
14929.07710200034,28,-.65030676,4.8499999
9482.064219534272,27,.99836785,259.01999
13601.00490171064,28,.33794072,214.55
3584.528288442354,30,.084964253,150.8
4687.398925478465,31,.11216541,137.73
5579.230944305535,32,.074529335,174.39999
5695.382912709807,33,.22061998,153.88
17516.13658043946,30,-.022092484,248.7
4756.610569046142,33,.48504329,145.3
5380.257383368606,26,-1.2666322,1.575
5634.579087138907,26,-.82197005,1.1
3180.322748419053,27,-.52278239,6.5599999
3512.833690849984,28,-.61034763,11.4
7096.412396805108,46,-.079269066,647.08002
10452.52190958648,47,.67071044,2487.981
9691.720109354192,24,-.096558452,96.800003
2871.405721727493,33,-.029167444,83
3185.450498323788,25,-.016182821,4.8000002
7261.570320650863,23,.46213481,221.19
10764.94544905669,24,.14713271,172.16
12384.88975627854,25,.15486486,180.2
